Governante;Data de entrada;Data de saída;Classificação;Ministérios;Partido da Pasta;Ministro;Data de entrada;Data de saída;Partido do Ministro
Bolsonaro;01/01/2019;31/12/2022;Órgão da PR;Casa Civil;sfp;Walter Souza Braga Netto;18/02/2020;30/03/2021;sfp
Bolsonaro;01/01/2019;31/12/2022;Órgão da PR;Casa Civil;sfp;Luiz Eduardo Ramos;06/04/2021;03/08/2021;sfp
Bolsonaro;01/01/2019;31/12/2022;Órgão da PR;Casa Civil;PP;Ciro Nogueira;04/08/2021;31/12/2022;PP
Bolsonaro;01/01/2019;31/12/2022;Ministério;Justiça e Segurança Pública;sfp;Sérgio Moro;01/01/2019;24/04/2020;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Justiça e Segurança Pública;sfp;André Mendonça;28/04/2020;30/03/2021;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Justiça e Segurança Pública;sfp;Anderson Gustavo Torres;06/04/2021;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Defesa;sfp;Fernando Azevedo e Silva;01/01/2019;30/03/2021;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Defesa;sfp;Walter Souza Braga Netto;06/04/2021;31/03/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Defesa;sfp;Paulo Sérgio Nogueira;31/03/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Relações Exteriores;sfp;Ernesto Araújo;01/01/2019;30/03/2021;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Relações Exteriores;sfp;Carlos Alberto Franco França;06/04/2021;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Economia;sfp;Paulo Guedes;01/01/2019;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Infraestrutura;sfp;Tarcísio Gomes de Freitas;01/01/2019;30/03/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Infraestrutura;sfp;Marcelo Sampaio Cunha Filho;31/03/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Agricultura;ind;Tereza Cristina;01/01/2019;31/03/2022;DEM
Bolsonaro;01/01/2019;31/12/2022;Ministério;Agricultura;ind;Marcos Montes Cordeiro;31/03/2022;31/12/2022;PSD
Bolsonaro;01/01/2019;31/12/2022;Ministério;Educação;sfp;Ricardo Vélez Rodríguez;01/01/2019;08/04/2019;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Educação;sfp;Abraham Weintraub;09/04/2019;18/06/2020;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Educação;sfp;Milton Ribeiro;08/07/2020;29/03/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Educação;sfp;Victor Godoy;30/03/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Trabalho e Previdência;ind;Onyx Lorenzoni;28/07/2021;31/03/2022;DEM
Bolsonaro;01/01/2019;31/12/2022;Ministério;Trabalho e Previdência;sfp;José Carlos Oliveira;31/03/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Saúde;ind;Luiz Henrique Mandetta;01/01/2019;15/04/2020;DEM
Bolsonaro;01/01/2019;31/12/2022;Ministério;Saúde;sfp;Nelson Teich;16/04/2020;15/05/2020;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Saúde;sfp;Eduardo Pazuello;16/05/2020;22/03/2021;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Saúde;sfp;Marcelo Queiroga;23/03/2021;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Minas e Energia;sfp;Bento Costa Lima Leite;01/01/2019;11/05/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Minas e Energia;sfp;Adolfo Sachsida;11/05/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Desenvolvimento Regional;sfp;Gustavo Canuto;01/01/2019;10/02/2020;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Desenvolvimento Regional;ind;Rogério Marinho;11/02/2020;31/03/2022;PSDB
Bolsonaro;01/01/2019;31/12/2022;Ministério;Desenvolvimento Regional;sfp;Daniel de Oliveira Duarte Ferreira;31/03/2022;30/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Comunicações;ind;Fábio Faria;17/06/2020;23/03/2022;PSD
Bolsonaro;01/01/2019;31/12/2022;Ministério;Comunicações;PP;Fábio Faria;24/03/2022;21/12/2022;PP
Bolsonaro;01/01/2019;31/12/2022;Ministério;Meio Ambiente;ind;Ricardo Salles;01/01/2019;23/06/2021;Novo
Bolsonaro;01/01/2019;31/12/2022;Ministério;Meio Ambiente;sfp;Joaquim Álvaro Pereira Leite;23/06/2021;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Ciência, Tecnologia, Inovações e Comunicações;PSL;Marcos Pontes;01/01/2019;11/11/2019;PSL
Bolsonaro;01/01/2019;31/12/2022;Ministério;Ciência, Tecnologia, Inovações e Comunicações;ind;Marcos Pontes;12/11/2019;31/03/2022;PSL
Bolsonaro;01/01/2019;31/12/2022;Ministério;Ciência, Tecnologia, Inovações e Comunicações;sfp;Paulo Alvim;31/03/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Cidadania e Ação Social;ind;Osmar Terra;01/01/2019;17/02/2020;MDB
Bolsonaro;01/01/2019;31/12/2022;Ministério;Cidadania e Ação Social;ind;Onyx Lorenzoni;18/02/2020;11/02/2021;DEM
Bolsonaro;01/01/2019;31/12/2022;Ministério;Cidadania e Ação Social;REP;João Roma;12/02/2021;31/03/2022;REP
Bolsonaro;01/01/2019;31/12/2022;Ministério;Cidadania e Ação Social;sfp;Ronaldo Vieira Bento;31/03/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Turismo;PSL;Marcelo Álvaro Antonio;01/01/2019;11/11/2019;PSL
Bolsonaro;01/01/2019;31/12/2022;Ministério;Turismo;ind;Marcelo Álvaro Antonio;12/11/2019;09/12/2020;PSL
Bolsonaro;01/01/2019;31/12/2022;Ministério;Turismo;sfp;Gilson Machado Neto;09/12/2020;31/03/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Turismo;sfp;Carlos Alberto Gomes de Brito;31/03/2022;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Ministério;Mulher, Família e Direitos Humanos;ind;Damares Alves;01/01/2019;31/03/2022;PP
Bolsonaro;01/01/2019;31/12/2022;Ministério;Mulher, Família e Direitos Humanos;REP;Cristiane Rodrigues Britto;31/03/2022;31/12/2022;REP
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Secretaria-Geral (modernização do Estado);PSL;Gustavo Bebbiano;01/01/2019;18/02/2019;PSL
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Secretaria-Geral (modernização do Estado);sfp;Floriano Peixoto;19/02/2019;20/06/2019;sfp
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Secretaria-Geral (modernização do Estado);sfp;Jorge Oliveira;21/06/2019;31/12/2020;sfp
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Secretaria-Geral (modernização do Estado);ind;Onyx Lorenzoni;12/02/2021;28/07/2021;DEM
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Secretaria-Geral (modernização do Estado);sfp;Luiz Eduardo Ramos;03/08/2021;31/12/2022;sfp
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Governo;sfp;Carlos Alberto dos Santos Cruz;01/01/2019;12/06/2019;sfp
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Governo;sfp;Luiz Eduardo Ramos;13/06/2019;30/03/2021;sfp
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Governo;PL;Flávia Arruda;06/04/2021;31/03/2022;PL
Bolsonaro;01/01/2019;31/12/2022;Secretaria;Governo;sfp;Célio Faria Júnior;31/03/2022;31/12/2022;sfp
Lula 3;01/01/2023;;Órgão da PR;Casa Civil;PT;Rui Costa;01/01/2023;;PT
Lula 3;01/01/2023;;Ministério;Justiça e Segurança Pública;PSB;Flávio Dino;01/01/2023;;PSB
Lula 3;01/01/2023;;Ministério;Defesa;sfp;José Múcio Monteiro;01/01/2023;;sfp
Lula 3;01/01/2023;;Ministério;Relações Exteriores;sfp;Mauro Vieira;01/01/2023;;sfp
Lula 3;01/01/2023;;Ministério;Fazenda;PT;Fernando Haddad;01/01/2023;;PT
Lula 3;01/01/2023;;Ministério;Transportes;MDB;Renan Filho;01/01/2023;;MDB
Lula 3;01/01/2023;;Ministério;Agricultura;PSD;Carlos Fávaro;01/01/2023;;PSD
Lula 3;01/01/2023;;Ministério;Educação;PT;Camilo Santana;01/01/2023;;PT
Lula 3;01/01/2023;;Ministério;Trabalho;PT;Luiz Marinho;01/01/2023;;PT
Lula 3;01/01/2023;;Ministério;Saúde;sfp;Nísia Trindade;01/01/2023;;sfp
Lula 3;01/01/2023;;Ministério;Indústria e Comércio;PSB;Geraldo Alckmin;01/01/2023;;PSB
Lula 3;01/01/2023;;Ministério;Minas e Energia;PSD;Alexandre Silveira;01/01/2023;;PSD
Lula 3;01/01/2023;;Ministério;Planejamento, Desenvolvimento e Gestão;MDB;Simone Tebet;01/01/2023;;MDB
Lula 3;01/01/2023;;Ministério;Integração Nacional e Desenvolvimento Regional;União;Waldez Góes;01/01/2023;;PDT
Lula 3;01/01/2023;;Ministério;Comunicações;União;Juscelino Filho;01/01/2023;;União
Lula 3;01/01/2023;;Ministério;Previdência Social;PDT;Carlos Lupi;01/01/2023;;PDT
Lula 3;01/01/2023;;Ministério;Meio Ambiente;Rede;Marina Silva;01/01/2023;;Rede
Lula 3;01/01/2023;;Ministério;Ciência e Tecnologia;PCdoB;Luciana Santos;01/01/2023;;PCdoB
Lula 3;01/01/2023;;Ministério;Cultura;sfp;Margareth Menezes;01/01/2023;;sfp
Lula 3;01/01/2023;;Ministério;Desenvolvimento Agrário;PT;Paulo Teixeira;01/01/2023;;PT
Lula 3;01/01/2023;;Ministério;Desenvolvimento Social;PT;Wellington Dias;01/01/2023;;PT
Lula 3;01/01/2023;;Ministério;Esporte;sfp;Ana Moser;01/01/2023;12/09/2023;sfp
Lula 3;01/01/2023;;Ministério;Esporte;ind;André Luiz de Carvalho Ribeiro (André Fufuca);13/09/2023;;PP
Lula 3;01/01/2023;;Ministério;Cidades;MDB;Jader Filho;01/01/2023;;MDB
Lula 3;01/01/2023;;Ministério;Turismo;União;Daniela Carneiro;01/01/2023;13/07/2023;União
Lula 3;01/01/2023;;Ministério;Turismo;União;Celso Sabino;14/07/2023;;União
Lula 3;01/01/2023;;Ministério;Direitos Humanos;sfp;Silvio Almeida;01/01/2023;;sfp
Lula 3;01/01/2023;;Secretaria;Secretaria-Geral (participação social);PT;Márcio Macedo;01/01/2023;;PT
Lula 3;01/01/2023;;Secretaria;Relações Institucionais;PT;Alexandre Padilha;01/01/2023;;PT
Lula 3;01/01/2023;;Ministério;Gestão e Inovação em Serviços Públicos;sfp;Esther Dweck;01/01/2023;;sfp
Lula 3;01/01/2023;;Ministério;Pesca;PSD;André de Paula;01/01/2023;;PSD
Lula 3;01/01/2023;;Ministério;Mulheres;PT;Cida Gonçalves;01/01/2023;;PT
Lula 3;01/01/2023;;Secretaria;Igualdade Racial;sfp;Anielle Franco;01/01/2023;;sfp
Lula 3;01/01/2023;;Ministério;Portos e Aeroportos;PSB;Márcio França;01/01/2023;12/09/2023;PSB
Lula 3;01/01/2023;;Ministério;Portos e Aeroportos;ind;Sílvio Costa Filho;13/09/2023;;REP
Lula 3;01/01/2023;;Ministério;Micro e Pequenas Empresas;PSB;Márcio França;13/09/2023;;PSB
Lula 3;01/01/2023;;Ministério;Povos Indígenas;PSOL;Sônia Guajajara;01/01/2023;;PSOL
